FIPS,Geography,2017 Population,2017 Median Age,2017 Total households,2017 Median HHIncome,2017 Average household size,2017 Total families,2017 Average family size,2017 Percent owner-occupied housing units,2017 Percent renter-occupied housing units,2017 Population 16 years and over,2017 Unemployment rate (Population 16 years and over)
20100,"Dover, DE Metro Area",173145,37.3,63381,57647,2.65,44233,3.15,69.6,30.4,136783,6.7
20180,"DuBois, PA Micro Area",80539,44.2,31152,45188,2.41,20690,2.93,76.9,23.1,67443,8.2
20140,"Dublin, GA Micro Area",57251,38.9,20714,35364,2.7,13618,3.39,64.0,36.0,44914,6.4
20220,"Dubuque, IA Metro Area",96571,38.6,38076,59150,2.42,25253,2.95,72.2,27.8,76878,3.9
20260,"Duluth, MN-WI Metro Area",279205,41.0,117792,51785,2.26,69358,2.84,71.3,28.7,230089,5.0
20300,"Dumas, TX Micro Area",22016,30.5,6725,52469,3.25,5110,3.84,63.9,36.1,15829,4.1
20340,"Duncan, OK Micro Area",44293,40.5,17252,44805,2.53,11595,3.1,71.4,28.6,35105,6.8
20380,"Dunn, NC Micro Area",128753,33.9,44657,50323,2.81,32013,3.35,65.1,34.9,97356,9.3
20420,"Durango, CO Micro Area",54469,39.7,21818,62533,2.41,13388,2.94,68.2,31.8,45268,4.4
20460,"Durant, OK Micro Area",45068,37.8,16911,41197,2.6,10964,3.18,63.0,37.0,35715,6.4
20500,"Durham-Chapel Hill, NC Metro Area",550281,36.7,217016,57600,2.42,131944,3.03,59.8,40.2,446381,6.0
20540,"Dyersburg, TN Micro Area",37751,40.5,15327,44386,2.43,10679,2.87,61.5,38.5,29626,7.3
20580,"Eagle Pass, TX Micro Area",57471,29.6,16416,37734,3.47,13297,3.96,68.0,32.0,41270,12.9
20700,"East Stroudsburg, PA Metro Area",167306,42.6,57526,61430,2.87,41181,3.39,78.2,21.8,138147,9.2
20660,"Easton, MD Micro Area",37461,49.7,16498,65595,2.25,10959,2.71,70.3,29.7,31332,4.4
20740,"Eau Claire, WI Metro Area",165833,36.7,65775,53219,2.42,40770,2.97,66.4,33.6,134456,3.9
20780,"Edwards, CO Micro Area",53726,36.5,17765,83803,3.02,11965,3.28,70.4,29.6,42899,2.7
20820,"Effingham, IL Micro Area",34164,39.1,13450,54655,2.5,9120,3.02,77.6,22.4,26890,4.4
20900,"El Campo, TX Micro Area",41430,37.3,15224,50145,2.68,10735,3.25,67.5,32.5,31766,5.3
20940,"El Centro, CA Metro Area",179957,32.2,45198,44779,3.77,35069,4.36,56.4,43.6,133703,16.0
20980,"El Dorado, AR Micro Area",40022,39.7,16189,41106,2.44,10769,3.03,73.5,26.5,31312,8.3
21340,"El Paso, TX Metro Area",838527,31.9,264090,43170,3.12,196261,3.71,61.6,38.4,630129,7.0
21020,"Elizabeth City, NC Micro Area",63388,40.9,24307,48112,2.51,16939,3.02,66.5,33.5,50989,7.6
21060,"Elizabethtown-Fort Knox, KY Metro Area",150253,37.0,57306,51441,2.56,39450,3.09,64.5,35.5,117748,6.7
21120,"Elk City, OK Micro Area",22971,35.1,7573,49625,2.8,5297,3.33,65.6,34.4,17658,4.6
21140,"Elkhart-Goshen, IN Metro Area",202924,35.4,71733,52449,2.78,51567,3.26,68.6,31.4,152334,5.6
21180,"Elkins, WV Micro Area",29152,43.1,11391,40094,2.37,7377,2.93,72.3,27.7,24148,7.3
21220,"Elko, NV Micro Area",54105,34.4,18647,76094,2.86,13247,3.37,70.5,29.5,40871,4.3
21260,"Ellensburg, WA Micro Area",43726,33.3,17648,53163,2.34,9555,2.93,57.6,42.4,36899,5.3
21300,"Elmira, NY Metro Area",86883,41.2,34664,51251,2.37,21665,2.94,68.1,31.9,70073,5.3
21380,"Emporia, KS Micro Area",33302,32.9,13552,42992,2.36,8155,2.91,57.5,42.5,26612,5.8
21420,"Enid, OK Metro Area",62421,35.7,23798,50724,2.55,16225,3.07,65.4,34.6,47688,5.3
21460,"Enterprise, AL Micro Area",51073,39.3,19620,49821,2.57,13431,3.17,65.4,34.6,40416,6.0
21500,"Erie, PA Metro Area",277794,39.0,110377,48192,2.4,69234,3.01,66.1,33.9,224050,6.5
21540,"Escanaba, MI Micro Area",36395,46.9,15920,44639,2.25,10022,2.82,79.9,20.1,29928,6.5
21580,"Española, NM Micro Area",39455,40.7,12852,33422,3.02,7626,4.17,76.6,23.4,31183,8.9
21640,"Eufaula, AL-GA Micro Area",28341,40.3,10169,32796,2.5,6612,3.19,63.6,36.4,23044,12.4
21660,"Eugene, OR Metro Area",363471,39.4,148752,47710,2.39,87977,2.92,58.8,41.2,302958,7.6
21700,"Eureka-Arcata-Fortuna, CA Micro Area",135490,37.7,53966,43718,2.43,30401,3.05,56.5,43.5,111972,8.9
21740,"Evanston, WY Micro Area",20758,35.1,7705,54672,2.66,5472,3.2,72.1,27.9,15228,6.4
21780,"Evansville, IN-KY Metro Area",315263,39.3,127524,49873,2.4,81769,2.98,68.3,31.7,251857,4.6
21820,"Fairbanks, AK Metro Area",100031,31.0,36396,76250,2.63,23329,3.23,59.0,41.0,78105,8.0
21840,"Fairfield, IA Micro Area",17945,40.9,6872,44516,2.4,4089,3.0,67.3,32.7,14967,6.7
21860,"Fairmont, MN Micro Area",20084,45.2,8685,53627,2.27,5501,2.8,74.6,25.4,16186,3.1
21900,"Fairmont, WV Micro Area",56575,41.3,22718,48158,2.43,14789,2.97,75.2,24.8,46497,5.5
21980,"Fallon, NV Micro Area",24022,38.9,9734,46914,2.41,6225,3.0,64.3,35.7,18891,7.8
22020,"Fargo, ND-MN Metro Area",232660,32.3,96492,59074,2.32,55804,2.96,56.2,43.8,185325,2.7
22060,"Faribault-Northfield, MN Micro Area",65251,36.6,22899,63311,2.49,15655,2.99,74.3,25.7,52580,3.6
22100,"Farmington, MO Micro Area",66248,39.2,24661,42873,2.4,16017,2.96,68.6,31.4,53712,6.5
22140,"Farmington, NM Metro Area",128221,34.6,41999,49686,3.01,29653,3.63,73.0,27.0,96817,9.6
22180,"Fayetteville, NC Metro Area",385337,31.2,141873,44883,2.6,91537,3.28,53.0,47.0,297214,10.3
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",514166,33.9,189693,52551,2.65,129740,3.19,61.0,39.0,395155,4.1
22260,"Fergus Falls, MN Micro Area",57790,46.6,24300,55181,2.33,16417,2.85,78.8,21.2,46726,3.6
22280,"Fernley, NV Micro Area",52303,43.8,20127,50920,2.59,13324,3.11,70.8,29.2,42077,9.8
22300,"Findlay, OH Micro Area",75508,38.9,32049,52831,2.3,19951,2.83,69.3,30.7,60482,4.5
22340,"Fitzgerald, GA Micro Area",17272,39.0,6361,32344,2.66,4469,3.16,60.7,39.3,13378,5.2
22380,"Flagstaff, AZ Metro Area",138639,30.6,47588,53523,2.65,29453,3.23,59.3,40.7,112345,8.3
22420,"Flint, MI Metro Area",410881,40.1,166838,45231,2.43,107172,3.01,70.1,29.9,327185,10.8
22500,"Florence, SC Metro Area",206109,39.6,78953,40888,2.55,52765,3.16,66.8,33.2,162842,10.6
22520,"Florence-Muscle Shoals, AL Metro Area",147025,42.0,60617,45090,2.38,39496,2.97,70.0,30.0,120287,6.7
22540,"Fond du Lac, WI Metro Area",102082,41.2,41387,57798,2.39,27505,2.93,71.2,28.8,82241,4.0
22580,"Forest City, NC Micro Area",66523,44.5,26497,38573,2.47,17276,3.06,71.5,28.5,54174,8.7
22620,"Forrest City, AR Micro Area",26688,38.4,9325,33102,2.49,5776,3.27,58.6,41.4,21411,10.0
22660,"Fort Collins, CO Metro Area",330976,35.7,130502,64980,2.46,81507,2.94,64.8,35.2,271565,5.3
22700,"Fort Dodge, IA Micro Area",36945,39.6,15067,42148,2.26,8881,2.91,67.7,32.3,29884,5.7
22780,"Fort Leonard Wood, MO Micro Area",53132,27.6,15375,51137,2.83,10275,3.5,48.2,51.8,42599,8.8
22800,"Fort Madison-Keokuk, IA-IL-MO Micro Area",59856,44.1,24634,49011,2.37,16638,2.88,76.7,23.3,48282,6.9
22820,"Fort Morgan, CO Micro Area",28123,36.6,10599,51456,2.62,7714,3.04,64.2,35.8,21526,4.5
22840,"Fort Payne, AL Micro Area",71194,39.0,25482,38842,2.76,17992,3.34,71.2,28.8,55678,5.1
22860,"Fort Polk South, LA Micro Area",51906,30.1,17930,46620,2.79,12573,3.4,52.4,47.6,39718,8.7
22900,"Fort Smith, AR-OK Metro Area",280705,38.5,107937,40686,2.56,74261,3.09,67.2,32.8,220292,6.4
23060,"Fort Wayne, IN Metro Area",429060,36.4,167109,51642,2.53,109874,3.12,69.9,30.1,330565,5.9
23140,"Frankfort, IN Micro Area",32455,38.2,11961,51659,2.66,8372,3.17,71.5,28.5,24863,5.2
23180,"Frankfort, KY Micro Area",71986,40.7,29399,53068,2.39,18626,2.97,67.0,33.0,57991,6.9
23240,"Fredericksburg, TX Micro Area",25939,50.2,10795,56267,2.37,7558,2.87,76.3,23.7,21443,5.0
23300,"Freeport, IL Micro Area",45839,44.7,19604,46427,2.3,12634,2.82,69.1,30.9,37027,8.0
23340,"Fremont, NE Micro Area",36576,39.1,15090,51748,2.36,9963,2.84,63.9,36.1,28818,4.4
23380,"Fremont, OH Micro Area",59559,41.7,23721,50370,2.46,15737,2.98,71.4,28.6,47491,5.4
23420,"Fresno, CA Metro Area",971616,31.8,301824,48730,3.16,219884,3.69,53.0,47.0,721274,10.4
23460,"Gadsden, AL Metro Area",103132,40.9,39061,42064,2.61,26410,3.21,71.9,28.1,83397,7.6
23500,"Gaffney, SC Micro Area",56549,38.9,20480,35286,2.72,12208,3.7,70.5,29.5,44742,7.8
23540,"Gainesville, FL Metro Area",277056,31.7,103884,45323,2.5,55369,3.22,55.3,44.7,232469,6.7
23580,"Gainesville, GA Metro Area",192865,36.0,63095,55622,3.03,46652,3.51,67.5,32.5,148088,4.6
23620,"Gainesville, TX Micro Area",39064,40.5,15185,60027,2.53,10951,2.95,68.9,31.1,30787,5.2
23660,"Galesburg, IL Micro Area",51374,42.2,20981,41972,2.25,12048,2.88,66.1,33.9,42434,6.3
23700,"Gallup, NM Micro Area",72849,31.6,19764,30336,3.65,13710,4.61,71.5,28.5,53706,16.1
23780,"Garden City, KS Micro Area",41028,30.8,13890,51671,2.91,10233,3.38,63.5,36.5,29660,4.6
23820,"Gardnerville Ranchos, NV Micro Area",47632,50.8,20376,61176,2.32,14272,2.7,69.4,30.6,40149,6.2
23860,"Georgetown, SC Micro Area",61065,48.5,24840,46967,2.43,17550,2.91,76.5,23.5,50656,9.6
23900,"Gettysburg, PA Metro Area",101589,43.3,38818,62661,2.51,27769,2.94,77.8,22.2,83374,4.9
23940,"Gillette, WY Micro Area",48116,33.2,17588,80178,2.7,12289,3.2,71.5,28.5,35905,4.6
23980,"Glasgow, KY Micro Area",53408,40.8,20867,39117,2.52,14312,3.04,68.1,31.9,42337,7.3
24020,"Glens Falls, NY Metro Area",126884,44.8,51237,56608,2.4,32801,2.92,72.3,27.7,105874,5.6
24060,"Glenwood Springs, CO Micro Area",75692,37.1,28395,66689,2.63,18933,3.13,65.7,34.3,59916,5.1
24100,"Gloversville, NY Micro Area",53955,43.4,22535,48033,2.34,14438,2.81,71.4,28.6,44129,7.6
24140,"Goldsboro, NC Metro Area",124496,37.3,47587,41766,2.55,31928,3.11,60.9,39.1,98155,9.7
24220,"Grand Forks, ND-MN Metro Area",101694,31.9,42325,52377,2.26,24006,2.91,56.3,43.7,82050,3.7
24260,"Grand Island, NE Metro Area",84596,37.5,32446,54479,2.57,22142,3.07,66.5,33.5,64860,4.7
24300,"Grand Junction, CO Metro Area",148798,38.9,60562,51971,2.4,39054,2.91,67.0,33.0,119449,8.0
24330,"Grand Rapids, MN Micro Area",45237,45.9,19356,52050,2.27,12989,2.73,80.4,19.6,36873,5.7
24340,"Grand Rapids-Wyoming, MI Metro Area",1039182,35.7,383745,58094,2.65,262664,3.15,72.4,27.6,813317,5.3
24420,"Grants Pass, OR Metro Area",84514,47.6,35614,40705,2.34,22730,2.84,66.4,33.6,70221,9.0
24380,"Grants, NM Micro Area",27049,36.4,9068,36089,2.77,6142,3.38,71.1,28.9,21252,16.0
24460,"Great Bend, KS Micro Area",27067,39.6,11288,46070,2.36,7459,2.86,68.7,31.3,21261,4.2
24500,"Great Falls, MT Metro Area",81816,38.4,34383,46827,2.3,21495,2.89,65.6,34.4,65244,4.6
24540,"Greeley, CO Metro Area",285729,34.2,99817,66489,2.8,73071,3.25,71.6,28.4,217015,5.3
24580,"Green Bay, WI Metro Area",315847,38.5,127135,56831,2.42,83294,2.96,68.2,31.8,249783,4.4
24620,"Greeneville, TN Micro Area",68520,44.3,27319,38266,2.44,18198,3.01,72.7,27.3,56839,7.2
24640,"Greenfield Town, MA Micro Area",70926,45.9,30512,57307,2.27,17919,2.86,68.9,31.1,59708,5.8
24660,"Greensboro-High Point, NC Metro Area",751590,38.8,293839,47145,2.49,189471,3.1,62.5,37.5,602802,6.6
24700,"Greensburg, IN Micro Area",26480,38.8,10354,52270,2.52,7050,3.04,69.4,30.6,20775,4.8
24740,"Greenville, MS Micro Area",48002,36.7,18249,29387,2.6,11502,3.41,54.5,45.5,36705,16.8
24780,"Greenville, NC Metro Area",176484,32.0,68805,43526,2.47,41310,3.06,52.3,47.7,142047,10.1
24820,"Greenville, OH Micro Area",51919,41.8,20803,50064,2.46,14355,2.98,72.5,27.5,40829,5.1
24860,"Greenville-Anderson-Mauldin, SC Metro Area",872463,38.5,334042,49371,2.54,223515,3.1,67.8,32.2,696407,6.1
24900,"Greenwood, MS Micro Area",40334,35.6,14069,29182,2.75,9026,3.62,57.4,42.6,31048,10.6
24940,"Greenwood, SC Micro Area",94769,40.4,36414,38074,2.51,23956,3.1,67.6,32.4,76038,9.6
24980,"Grenada, MS Micro Area",21379,40.3,7889,34876,2.66,5048,3.45,68.3,31.7,16961,10.4
25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",388082,37.4,147769,46951,2.58,97385,3.18,63.0,37.0,305561,8.9
25100,"Guymon, OK Micro Area",21409,32.5,6989,49469,2.99,4650,3.7,64.8,35.2,16194,3.1
25180,"Hagerstown-Martinsburg, MD-WV Metro Area",261156,39.8,98455,58843,2.56,67011,3.07,68.5,31.5,207535,7.5
25200,"Hailey, ID Micro Area",27765,41.5,10252,54530,2.66,6536,3.41,67.5,32.5,21719,3.6
25220,"Hammond, LA Metro Area",128850,34.9,47598,45901,2.63,31920,3.21,68.2,31.8,100282,8.9
25260,"Hanford-Corcoran, CA Metro Area",150183,31.5,42349,49742,3.18,32205,3.59,51.8,48.2,113303,9.7
25300,"Hannibal, MO Micro Area",38911,40.6,15305,46352,2.44,10289,2.92,68.8,31.2,31007,6.0
25420,"Harrisburg-Carlisle, PA Metro Area",565008,40.3,227344,60978,2.39,145377,2.97,67.9,32.1,457236,4.9
25460,"Harrison, AR Micro Area",45110,43.1,18039,40250,2.47,12330,3.0,74.4,25.6,36201,5.7
25500,"Harrisonburg, VA Metro Area",131717,33.6,47351,52264,2.59,30674,3.02,60.8,39.2,108349,4.9
25540,"Hartford-West Hartford-East Hartford, CT Metro Area",1213123,40.7,470348,73209,2.48,304907,3.07,66.8,33.2,994454,6.8
25580,"Hastings, NE Micro Area",31564,37.9,12659,51721,2.35,7823,2.98,68.3,31.7,24959,4.2
25620,"Hattiesburg, MS Metro Area",148399,34.0,54561,45546,2.64,36431,3.17,62.6,37.4,116412,10.6
25700,"Hays, KS Micro Area",28877,32.0,11647,49562,2.38,6529,2.97,61.9,38.1,23265,2.8
25720,"Heber, UT Micro Area",29306,33.3,9040,74552,3.22,7098,3.66,69.8,30.2,20909,2.4
25740,"Helena, MT Micro Area",77915,42.2,32046,61346,2.37,20420,2.91,71.0,29.0,63100,3.5
25760,"Helena-West Helena, AR Micro Area",19518,38.2,7823,26652,2.47,4802,3.24,47.6,52.4,14947,15.7
25780,"Henderson, NC Micro Area",44420,40.6,17029,35246,2.56,10717,3.21,58.6,41.4,35064,11.0
25820,"Hereford, TX Micro Area",18947,31.8,6118,51543,3.04,4355,3.74,65.0,35.0,13594,5.0
25840,"Hermiston-Pendleton, OR Micro Area",87889,36.4,30912,50545,2.69,21246,3.22,63.9,36.1,67733,7.9
25860,"Hickory-Lenoir-Morganton, NC Metro Area",364044,42.6,140700,44326,2.53,96404,3.07,71.0,29.0,295768,7.9
25880,"Hillsdale, MI Micro Area",45909,42.0,17896,46160,2.47,11946,3.0,76.5,23.5,36940,6.1
25900,"Hilo, HI Micro Area",196325,42.1,67054,56395,2.88,44937,3.46,67.0,33.0,157779,6.8
25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",206781,43.2,78505,56945,2.56,53658,3.06,70.4,29.6,169706,6.9
25980,"Hinesville, GA Metro Area",79977,28.6,28507,45212,2.73,20424,3.24,49.3,50.7,58956,13.1
26020,"Hobbs, NM Micro Area",69505,31.7,22029,59285,3.04,16410,3.57,68.1,31.9,50611,6.2
26090,"Holland, MI Micro Area",114145,39.7,42556,58487,2.65,30803,3.11,81.9,18.1,89262,3.6
26140,"Homosassa Springs, FL Metro Area",141373,55.9,62488,40574,2.22,39581,2.75,80.9,19.1,122938,9.9
26220,"Hood River, OR Micro Area",22938,39.0,8543,57269,2.57,5527,3.15,63.8,36.2,17946,5.1
26260,"Hope, AR Micro Area",30682,40.0,11382,38119,2.65,7720,3.32,70.6,29.4,23769,6.0
26300,"Hot Springs, AR Metro Area",97994,44.7,40062,41672,2.39,25186,2.97,67.0,33.0,80247,9.0
26340,"Houghton, MI Micro Area",38469,34.2,14170,41348,2.55,8164,3.21,69.8,30.2,31651,6.7
26380,"Houma-Thibodaux, LA Metro Area",211179,36.2,76330,50013,2.72,52878,3.23,73.0,27.0,164587,6.5
26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",6636208,34.0,2271561,62922,2.89,1606319,3.48,60.4,39.6,5043235,6.1
26460,"Hudson, NY Micro Area",61481,47.4,25470,61093,2.32,16008,2.84,72.4,27.6,51694,5.0
26500,"Huntingdon, PA Micro Area",45686,42.9,16935,46765,2.39,11616,2.86,75.1,24.9,38077,6.7
26540,"Huntington, IN Micro Area",36520,40.3,14616,50063,2.4,10098,2.87,76.3,23.7,29425,3.9
26580,"Huntington-Ashland, WV-KY-OH Metro Area",360603,41.3,143263,44315,2.46,93695,3.05,71.0,29.0,292231,6.6
26620,"Huntsville, AL Metro Area",444908,38.4,174639,59583,2.48,114819,3.1,69.3,30.7,356493,6.6
26660,"Huntsville, TX Micro Area",85299,36.5,27228,40578,2.44,16313,3.08,58.2,41.8,73227,4.6
26700,"Huron, SD Micro Area",18163,37.9,7651,48995,2.28,4653,2.98,67.0,33.0,13713,2.1
26740,"Hutchinson, KS Micro Area",63360,40.1,25015,47897,2.42,16261,2.99,68.7,31.3,50599,5.0
26780,"Hutchinson, MN Micro Area",35816,40.4,14760,59869,2.4,9859,2.9,78.3,21.7,28324,3.0
26820,"Idaho Falls, ID Metro Area",140427,32.6,47919,54663,2.9,35265,3.43,72.7,27.3,100669,4.0
26860,"Indiana, PA Micro Area",86551,39.7,34030,46306,2.37,21340,2.91,70.1,29.9,72523,7.8
26900,"Indianapolis-Carmel-Anderson, IN Metro Area",1989032,36.3,759549,56528,2.57,487870,3.21,65.1,34.9,1544018,6.1
26940,"Indianola, MS Micro Area",26915,34.9,8505,28556,2.7,5640,3.43,56.2,43.8,21379,17.6
26960,"Ionia, MI Micro Area",64147,38.7,22625,51980,2.66,15815,3.15,77.9,22.1,51082,6.2
26980,"Iowa City, IA Metro Area",166520,31.1,66092,59800,2.39,37307,2.98,61.0,39.0,135320,3.3
27020,"Iron Mountain, MI-WI Micro Area",30048,47.3,13248,45946,2.23,8650,2.73,79.2,20.8,24984,6.1
27060,"Ithaca, NY Metro Area",104415,30.4,38986,56200,2.33,20429,2.84,55.5,44.5,90533,4.8
27100,"Jackson, MI Metro Area",158989,41.0,61418,49715,2.43,40402,2.98,73.2,26.8,128447,7.6
27140,"Jackson, MS Metro Area",578565,36.0,210526,49381,2.65,144440,3.23,67.4,32.6,451546,7.8
27160,"Jackson, OH Micro Area",32624,40.2,12964,43397,2.49,8919,2.95,68.5,31.5,25763,10.8
27180,"Jackson, TN Metro Area",129538,37.9,48508,43552,2.56,32749,3.13,65.5,34.5,103272,6.7
27220,"Jackson, WY-ID Micro Area",33699,37.9,12559,74756,2.61,7668,3.12,62.8,37.2,26924,2.7
27260,"Jacksonville, FL Metro Area",1447884,38.1,542219,56449,2.62,359371,3.2,64.3,35.7,1155835,7.1
27300,"Jacksonville, IL Micro Area",39551,41.6,16005,49306,2.24,10106,2.75,69.8,30.2,32588,6.5
27340,"Jacksonville, NC Metro Area",192685,26.0,63093,48162,2.73,45009,3.2,52.5,47.5,149544,10.6
27380,"Jacksonville, TX Micro Area",51594,38.0,17885,44294,2.72,13197,3.21,73.6,26.4,39819,6.1
27420,"Jamestown, ND Micro Area",21058,39.7,9199,56088,2.11,5253,2.7,65.0,35.0,17237,1.5
27460,"Jamestown-Dunkirk-Fredonia, NY Micro Area",130846,42.3,52983,44304,2.35,32986,2.94,70.0,30.0,106962,7.7
27500,"Janesville-Beloit, WI Metro Area",161226,39.3,64482,53410,2.45,42303,2.97,68.7,31.3,126948,6.4
27540,"Jasper, IN Micro Area",54850,40.9,21620,55138,2.48,14697,3.02,78.3,21.7,43168,3.1
27620,"Jefferson City, MO Metro Area",151056,38.5,56228,53680,2.5,36992,3.07,70.8,29.2,120699,4.4
27600,"Jefferson, GA Micro Area",63851,38.7,21785,57999,2.9,16459,3.35,77.0,23.0,49205,6.5
27660,"Jennings, LA Micro Area",31405,38.1,11435,40744,2.7,7764,3.32,71.4,28.6,24243,9.1
27700,"Jesup, GA Micro Area",29833,38.2,10362,41534,2.67,7139,3.22,63.1,36.9,23287,9.5
27740,"Johnson City, TN Metro Area",200767,41.7,84095,40429,2.3,53593,2.86,66.9,33.1,166319,6.0
27780,"Johnstown, PA Metro Area",135871,45.0,57154,44943,2.24,36239,2.8,74.3,25.7,112678,7.5
27860,"Jonesboro, AR Metro Area",128344,35.0,49321,43649,2.52,32946,3.04,59.6,40.4,100270,5.9
27900,"Joplin, MO Metro Area",176759,36.8,68160,45913,2.54,45822,3.07,66.9,33.1,137764,5.4
27920,"Junction City, KS Micro Area",35796,26.4,12923,46096,2.69,9380,3.23,39.0,61.0,25523,8.0
27940,"Juneau, AK Micro Area",32434,38.0,12273,90749,2.59,7879,3.12,65.5,34.5,26154,4.8
27980,"Kahului-Wailuku-Lahaina, HI Metro Area",164180,40.9,54434,72743,2.97,37245,3.48,59.2,40.8,131220,4.9
28020,"Kalamazoo-Portage, MI Metro Area",335020,35.7,131513,51319,2.47,80725,3.05,66.7,33.3,268297,6.6
28060,"Kalispell, MT Micro Area",96147,42.3,38006,51410,2.5,24854,3.05,72.0,28.0,76947,4.0
28100,"Kankakee, IL Metro Area",110801,37.7,40239,56542,2.62,26994,3.19,68.4,31.6,87482,7.5
28140,"Kansas City, MO-KS Metro Area",2088830,37.1,815314,61479,2.52,528911,3.13,65.2,34.8,1628792,4.9
28180,"Kapaa, HI Micro Area",71093,42.1,22563,72330,3.12,15723,3.68,63.0,37.0,57037,4.4
28260,"Kearney, NE Micro Area",55381,33.8,21668,54709,2.44,13434,3.0,63.9,36.1,43716,3.1
28300,"Keene, NH Micro Area",76109,42.5,30529,60148,2.34,19198,2.85,70.3,29.7,64060,4.5
28340,"Kendallville, IN Micro Area",47421,38.5,18205,52393,2.56,12967,3.04,74.4,25.6,36823,5.7
28380,"Kennett, MO Micro Area",30905,39.4,12760,32348,2.37,8153,2.98,63.3,36.7,23794,6.9
28420,"Kennewick-Richland, WA Metro Area",279653,33.6,96198,61999,2.87,68401,3.41,68.4,31.6,207585,5.9
28500,"Kerrville, TX Micro Area",50761,47.8,20580,48698,2.38,13712,2.89,71.2,28.8,42025,6.0
28540,"Ketchikan, AK Micro Area",13745,39.5,5270,67321,2.55,3410,3.07,61.9,38.1,10963,7.0
28580,"Key West, FL Micro Area",76745,46.7,30198,63030,2.47,17358,3.04,58.7,41.3,66559,3.7
28620,"Kill Devil Hills, NC Micro Area",39502,46.2,16803,53625,2.3,11182,2.76,70.0,30.0,32805,5.5
28660,"Killeen-Temple, TX Metro Area",432797,31.1,146569,52353,2.79,104067,3.34,56.2,43.8,327295,8.5
28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",306745,44.8,128545,41558,2.34,85199,2.88,72.9,27.1,253280,6.8
28740,"Kingston, NY Metro Area",180129,43.6,69662,61652,2.42,43393,3.02,69.4,30.6,151327,7.1
28780,"Kingsville, TX Micro Area",32104,28.0,11110,41539,2.71,6935,3.38,52.7,47.3,25269,9.6
28820,"Kinston, NC Micro Area",57934,41.9,23263,37515,2.43,15286,3.02,60.1,39.9,46425,11.6
28860,"Kirksville, MO Micro Area",29887,29.1,11264,38766,2.4,6245,3.05,61.2,38.8,24884,5.6
28900,"Klamath Falls, OR Micro Area",66018,42.6,27171,42531,2.39,17592,2.88,65.0,35.0,53329,9.1
28940,"Knoxville, TN Metro Area",862490,40.5,344088,49820,2.45,224941,3.0,68.6,31.4,703696,6.1
29020,"Kokomo, IN Metro Area",82457,41.5,34538,47958,2.36,22187,2.94,68.3,31.7,65980,6.5
29100,"La Crosse-Onalaska, WI-MN Metro Area",136291,36.9,55080,54574,2.37,33673,2.88,66.3,33.7,111653,4.4
29260,"La Grande, OR Micro Area",25810,39.8,10291,46228,2.43,6559,2.91,63.3,36.7,20699,6.5
29300,"LaGrange, GA Micro Area",69433,36.2,24679,43597,2.75,16728,3.42,57.0,43.0,53875,8.9
29060,"Laconia, NH Micro Area",60383,46.7,24579,65834,2.42,16319,2.88,75.8,24.2,50354,4.9
29180,"Lafayette, LA Metro Area",487633,35.4,179928,49514,2.67,119184,3.25,69.4,30.6,379533,6.8
29200,"Lafayette-West Lafayette, IN Metro Area",214760,29.6,79987,50795,2.48,46810,3.05,57.7,42.3,174315,5.2
29340,"Lake Charles, LA Metro Area",205559,36.3,79816,48481,2.53,52422,3.13,68.3,31.7,160088,6.5
29380,"Lake City, FL Micro Area",68484,40.7,24722,43504,2.57,15565,3.25,73.0,27.0,55304,9.5
29420,"Lake Havasu City-Kingman, AZ Metro Area",204691,50.4,83902,41567,2.39,53129,2.9,68.3,31.7,172208,10.1
29460,"Lakeland-Winter Haven, FL Metro Area",652256,40.4,226604,45988,2.82,155940,3.4,68.3,31.7,521280,7.7
29500,"Lamesa, TX Micro Area",13095,33.1,4339,43201,2.61,2958,3.2,71.1,28.9,10267,6.7
29540,"Lancaster, PA Metro Area",536494,38.5,198565,61492,2.64,139173,3.15,68.2,31.8,422045,4.7
29620,"Lansing-East Lansing, MI Metro Area",472092,35.3,185380,53710,2.43,110448,3.04,64.6,35.4,385334,7.0
29660,"Laramie, WY Micro Area",37944,27.1,16009,45816,2.23,7732,2.9,49.6,50.4,32257,4.8
29700,"Laredo, TX Metro Area",269624,28.4,72379,40442,3.68,58364,4.2,63.0,37.0,187960,5.7
29740,"Las Cruces, NM Metro Area",213849,32.9,76740,39114,2.72,52433,3.28,62.7,37.3,165664,9.3
29780,"Las Vegas, NM Micro Area",28203,42.9,11041,29168,2.41,5693,3.41,70.4,29.6,23514,5.3
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2112436,36.9,749858,54882,2.79,480487,3.46,52.7,47.3,1667625,8.3
29860,"Laurel, MS Micro Area",84875,37.8,31480,37747,2.64,22404,3.18,75.1,24.9,65872,7.4
29900,"Laurinburg, NC Micro Area",35445,39.3,13273,32739,2.48,8933,3.06,62.0,38.0,28246,12.7
29940,"Lawrence, KS Metro Area",117806,29.2,44945,54370,2.43,24333,3.03,51.6,48.4,98041,4.7
